,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.3,A of 0.3,B of 0.3,U Bar of 0.4,A of 0.4,B of 0.4,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.6,A of 0.6,B of 0.6,U Bar of 0.7,A of 0.7,B of 0.7
0,0.0,0.0,-0.01662736289166146,0.0,0.0,-0.0352771186320031,0.0,0.0,-0.0566046077563538,0.0,0.0,-0.08168853799419257,0.0,0.0,-0.11252067272634039,0.0,0.0,-0.15365291134494943,0.0,0.0,-0.22223703986340873,0.0
1,0.01998001998001998,0.004987449507557212,-0.01662735788699323,6.166161010536544e-07,0.005332982528383037,-0.03527709435222935,1.3970222496801237e-06,0.005756543656354983,-0.05660453965858011,2.416653015220857e-06,0.006296725002587425,-0.08168838115401303,3.810692458805039e-06,0.00702847808879523,-0.11252033598563964,5.854504429355748e-06,0.008135066819247614,-0.1536521708030888,9.253474548519991e-06,0.01037041491161577,-0.2222349997492837,1.7109912750443422e-05
2,0.03996003996003996,0.009974250361388354,-0.01662672625769016,1.8496897442517788e-06,0.010665219049398223,-0.03527562449487204,4.1906852888410744e-06,0.011512211641092035,-0.056601918725186204,7.249251868955467e-06,0.012592392089204601,-0.08168409997422178,1.1430866550209919e-05,0.01405562040507913,-0.11251347134063922,1.7561451950025883e-05,0.016268307538135195,-0.15364069591795115,2.7756677082657407e-05,0.02073774131110032,-0.22221177030091546,5.132092469910596e-05
3,0.05994005994005994,0.014959754087757042,-0.016625673651565646,3.904389341681003e-06,0.015995963772583045,-0.03527317500607217,8.84577132810403e-06,0.017266128551565337,-0.05659755103267821,1.53016920213834e-05,0.01888594369127424,-0.08167696563009585,2.4127914349316718e-05,0.021080091654269006,-0.11250203199967101,3.706750315086316e-05,0.024397896794171346,-0.15362157454068193,5.858528264073712e-05,0.031098892246907477,-0.22217306383891253,0.00010831554218139952
4,0.07992007992007992,0.01994331257281668,-0.016624200233076914,6.780079244832702e-06,0.021324471341147115,-0.03526974629815151,1.5360746406426076e-05,0.023017419522812194,-0.056591437382399946,2.657111971135761e-05,0.025176322934502286,-0.08166697957196359,4.1896929592639444e-05,0.02810055749653736,-0.11248602060551048,6.436426389834398e-05,0.03252201069779667,-0.15359481192728805,0.00010172393564930993,0.04145078387774979,-0.2221188946912855,0.00018805727316076958
5,0.0999000999000999,0.024924278242342772,-0.01662230623249609,1.0475870300177733e-05,0.02664999704858377,-0.035265338948723406,2.3733465638659654e-05,0.02876521049618647,-0.05658357889750792,4.105354643237614e-05,0.031462473985885524,-0.08165414383366626,6.473105884028906e-05,0.035115685024337914,-0.11246544086625422,9.94400165422071e-05,0.04063882757002368,-0.15356041545681146,0.00015715122035054067,0.05179033703466083,-0.22204928298594426,0.0002904953027138773
6,0.11988011988011987,0.029902004241216404,-0.016619991945743172,1.4990620131414275e-05,0.03197179705495523,-0.03525995370003809,3.396117344661238e-05,0.034508628487534075,-0.05657397702121321,5.874384839625755e-05,0.037743342400056286,-0.08163846102843371,9.262149858596819e-05,0.042124143238792794,-0.11244029754592204,0.00014227971081043458,0.048746528677699824,-0.15351839460834174,0.00022483963399585983,0.062114478774994646,-0.22196425457248975,0.00041556438988769444
7,0.13986013986013987,0.03487584461256309,-0.016617257734281677,2.0322933717126484e-05,0.037289128602772545,-0.035253591458705685,4.604050496272534e-05,0.04024680185489436,-0.05656263351620796,7.963576916893931e-05,0.04401787546501816,-0.08161993434776686,0.00012555749984854468,0.04912460352532972,-0.11241059646222597,0.0001928649718240373,0.056843298967764,-0.15346876095598286,0.0003047556020335013,0.07242014393499882,-0.22186384100495116,0.0005631849071271439
8,0.15984015984015984,0.039845154476460774,-0.016614104024993668,2.647116411280155e-05,0.04260125023237948,-0.035246253295370844,5.996748783127919e-05,0.045978860565580884,-0.056549550464002354,0.00010372192315182144,0.05028502254712137,-0.08159856756016286,0.00016352637443628988,0.05611574012830259,-0.11237634448404807,0.00025117411144665275,0.0649273278000815,-0.15341152816317846,0.0003968595005941421,0.08270427667989597,-0.2217480795221226,0.0007332629021062015
9,0.1798201798201798,0.04480929020816269,-0.016610531310031547,3.343341330568892e-05,0.047907421996711406,-0.035237940444324545,7.573754434808374e-05,0.05170393646252141,-0.05653473026412968,0.0001309937997327716,0.056543735435098,-0.08157436500957833,0.00020651350244644965,0.06309623062439924,-0.11233754952838523,0.00031718214193420847,0.07299680967854348,-0.15334671197580868,0.0005011056836755697,0.09296383205084092,-0.221617013023592,0.0009256901729821837
